################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         4         16   0.0000000000000000E+00   2.5527607133418711E-02   9.3829654451110637E-04   2.9744562752446776E-03
         4         17   3.6260034930064500E-01   1.7438775145073320E+00   1.1108013920428574E+00   2.2806703814122922E-01
         4         18   1.5530713017659037E-01   7.5700446102555119E-01   4.6597351172338669E-01   8.6157479393852057E-02
         4         19   0.0000000000000000E+00   5.3915405787086679E-01   8.0110168066754889E-02   1.0941770709909357E-01
         4         20   0.0000000000000000E+00   8.5010813269086313E-02   5.1191779916831062E-03   1.2537137603232534E-02
         4         21   4.2415632102190487E-01   1.6160654542303929E+00   1.0205540155537609E+00   1.7682430431154497E-01
         4         22   2.5705965158254462E-01   9.5596903162895386E-01   6.3246806066593297E-01   8.5297344920004292E-02
         4         23   0.0000000000000000E+00   4.2694526161445040E-01   6.8548021472992646E-02   7.9465652052484501E-02
         4         24   0.0000000000000000E+00   1.5028519802646018E-01   1.2736860399190881E-02   2.3642817617115536E-02
         4         25   3.8439339124902805E-01   1.1226062943102986E+00   7.6833157333623581E-01   1.1265001568888579E-01
         4         26   2.3822865601933035E-01   6.4572139132547401E-01   4.4794024025843454E-01   5.7854186244055250E-02
         4         27   0.0000000000000000E+00   1.5799100548553624E-01   3.8888013928743831E-02   3.2063181069388019E-02
         4         28   0.0000000000000000E+00   1.5614437145096249E-01   1.6181054966499950E-02   2.2828832797942972E-02
         4         29   2.3273690448836026E-01   6.0147057240691937E-01   4.1676338239185790E-01   6.0287110163765589E-02
         4         30   9.6897207336443622E-02   3.2127507124559623E-01   2.1530171288109168E-01   3.2988536560756961E-02
         4         31   0.0000000000000000E+00   9.4580533070139486E-02   2.2873114337931082E-02   1.6266544845148247E-02
         4         32   0.0000000000000000E+00   7.8418225733304731E-02   1.1894697057102405E-02   1.3458744690343178E-02
         4         33   8.5408241166752552E-02   2.4315226162021411E-01   1.5751020283851677E-01   2.4221687418570517E-02
         4         34   2.9912565126478368E-02   1.3693884686117883E-01   8.0122853722275178E-02   1.5379911823809588E-02
         4         35   0.0000000000000000E+00   4.3633059062571436E-02   1.0958861117492070E-02   7.6329929843944200E-03
         4         36   0.0000000000000000E+00   2.6948563173651133E-02   5.4083551542426049E-03   5.4388501940751711E-03
         4         37   1.8674954873742163E-02   6.0824979811921261E-02   3.9322856580404061E-02   6.3015672308766478E-03
         4         38   7.4582573770217830E-03   3.9498377702653693E-02   2.0269645211702700E-02   4.2937371977235838E-03
         4         39   0.0000000000000000E+00   1.0901345227156632E-02   2.9690034731921088E-03   2.0295259298111195E-03
         4         40   0.0000000000000000E+00   7.5041646637647123E-03   1.4850742912889626E-03   1.4456988667242822E-03
         4         41   5.4091653133283711E-04   3.9524833966065175E-02   1.6148916452278256E-02   6.8144460551962677E-03
         4         42   6.4028587123842189E-04   1.7439184502474277E-02   6.8684478899706022E-03   2.5842152875929785E-03
         4         43   0.0000000000000000E+00   8.3748063121092103E-03   1.1586811415589375E-03   1.4359553333556235E-03
         4         44   0.0000000000000000E+00   1.7531391363318043E-03   9.8185034356131908E-05   2.1625951415722236E-04
         4         45   6.4901193015218047E-05   2.4028390048338039E-03   7.9528287716540056E-04   2.9416080908709747E-04
         4         46   0.0000000000000000E+00   3.1198839666716979E-03   3.6130198669973994E-04   4.7295423692755184E-04
         4         47   0.0000000000000000E+00   4.1301242753641706E-04   2.8141044308930325E-05   5.4537401887582508E-05
         4         48   0.0000000000000000E+00   1.8168004192997110E-03   4.4688462328180544E-05   1.3127248148821064E-04
         4         49   0.0000000000000000E+00   3.9724490153251785E-04   1.5462606367809237E-05   4.6126399144372277E-05
         4         50   0.0000000000000000E+00   1.2761377930418130E-05   1.2078631844500162E-07   7.3435897604892246E-07
         4         51   4.6102873580600862E-03   1.0873403801140662E-01   4.9327794714313040E-02   1.6783195238633399E-02
         4         52   1.2670163739917637E-02   1.1044982941612942E-01   5.7336563121485350E-02   1.4735249455265942E-02
         4         53   0.0000000000000000E+00   1.6132830892856071E-02   2.7970897377622879E-03   3.0011504583020345E-03
         4         54   0.0000000000000000E+00   6.2808619819630165E-03   4.3439389838572458E-04   8.3120734530296747E-04
         4         55   3.3595282677067860E-04   6.8297825712126349E-03   2.5923072520895765E-03   9.1028356854690727E-04
         4         56   0.0000000000000000E+00   1.3036248777045614E-02   1.6403283502070295E-03   1.9242398373345785E-03
         4         57   0.0000000000000000E+00   1.2708225701473421E-03   1.0407233904475525E-04   1.7656081201140650E-04
         4         58   0.0000000000000000E+00   2.5060477005951756E-03   6.2148488138062051E-05   1.9211179978019711E-04
         4         59   0.0000000000000000E+00   1.7941536775417616E-03   7.7346675400600655E-05   2.1569673753032127E-04
         4         60   0.0000000000000000E+00   3.6714686329059104E-05   3.5689991906266900E-07   2.1491877291245926E-06
         4         61   2.3490613093059262E-05   6.1415291307353329E-03   2.1442914965657416E-03   1.1133893480017110E-03
         4         62   1.5900910750081688E-05   1.5849277689874985E-03   5.1863116745126908E-04   2.5472074546062080E-04
         4         63   0.0000000000000000E+00   1.1585422546553030E-03   1.2867376188175608E-04   1.8908249071091987E-04
         4         64   0.0000000000000000E+00   1.6486610986308126E-04   4.1390250258884572E-06   1.2593626724536322E-05
         4         65   1.5402731303793808E-06   1.9308674915228705E-04   3.2169063238978646E-05   1.5566141100066082E-05
         4         66   0.0000000000000000E+00   2.9629870820031888E-04   1.5930903679285822E-05   2.4985222195041726E-05
         4         67   0.0000000000000000E+00   1.7651180747526366E-05   6.2873798181628325E-07   1.6276979796768859E-06
         4         68   0.0000000000000000E+00   2.2804073199661872E-04   5.5016549745663801E-06   1.7746494855377639E-05
         4         69   0.0000000000000000E+00   1.8111819003009928E-05   2.4385169229718813E-07   9.1322475329364187E-07
         4         70   0.0000000000000000E+00   3.2580514518891132E-07   3.0546463523476631E-09   2.0653590740696629E-08
         4         71   3.6103252173677863E-03   6.0627949757855196E-02   2.9044179064400735E-02   8.8967834149839102E-03
         4         72   1.1340712270143105E-02   8.4346917709080857E-02   4.7030125092216310E-02   1.1187169373822789E-02
         4         73   0.0000000000000000E+00   7.4920665780465719E-03   1.2858731223486131E-03   1.2567171589803162E-03
         4         74   0.0000000000000000E+00   3.2934226642143470E-03   2.6179674131807107E-04   4.7605221088974228E-04
         4         75   2.0571461693393733E-04   3.3395421182739276E-03   1.3006680499279492E-03   4.5416246010253071E-04
         4         76   0.0000000000000000E+00   7.7512539145027292E-03   1.0018410012645122E-03   1.1229632399339573E-03
         4         77   0.0000000000000000E+00   5.7417654098082538E-04   5.3642422989302207E-05   8.4573821706143630E-05
         4         78   0.0000000000000000E+00   6.4765480516868943E-04   1.5910197357455328E-05   5.3322272035771502E-05
         4         79   0.0000000000000000E+00   1.1157301641328216E-03   4.6538162172844449E-05   1.2648146069650952E-04
         4         80   0.0000000000000000E+00   1.7489883308328738E-05   1.5601294228067097E-07   9.4150797843709710E-07
